age,Country,employment_status,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,gender,household_children,household_size,vac_1,vac_3,vac2_1,vac2_2,vac2_3,vac2_6
32,united-kingdom.csv,Full time employment,,,,,,,,Male,0,2,4,4,3,2,4,3
32,united-kingdom.csv,Full time employment,,,,,,,,Male,0,2,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
32,united-kingdom.csv,Full time employment,,,,,,,,Male,0,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,2,1 - Strongly agree
32,united-kingdom.csv,Full time employment,,,,,,,,Male,0,4,5 – Strongly disagree,5 – Strongly disagree,4,3,4,5 – Strongly disagree
32,united-kingdom.csv,Full time employment,,,,,,,,Male,0,5,1 - Strongly agree,4,4,1 - Strongly agree,3,3
32,united-kingdom.csv,Full time employment,,,,,,,,Male,2,2,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,4,1 - Strongly agree,1 - Strongly agree
32,united-kingdom.csv,Full time employment,,,,,,,,Male,2,4,2,1 - Strongly agree,5 – Strongly disagree,3,2,3
32,united-kingdom.csv,Full time student,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree,1 - Strongly agree
32,united-kingdom.csv,Full time student,,,,,,,,Female,0,4,1 - Strongly agree,1 - Strongly agree,2,4,4,2
32,united-kingdom.csv,Not working,,,,,,,,Male,0,1,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
32,united-kingdom.csv,Part time employment,,,,,,,,Female,2,4,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,2,1 - Strongly agree
32,united-kingdom.csv,Part time employment,,,,,,,,Female,2,4,3,1 - Strongly agree,4,3,3,4
32,united-kingdom.csv,Part time employment,,,,,,,,Female,2,4,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
32,united-kingdom.csv,Part time employment,,,,,,,,Male,1,3,1 - Strongly agree,1 - Strongly agree,3,4,2,2
32,united-kingdom.csv,Part time employment,,,,,,,,Male,1,7,3,3,3,3,2,3
32,united-kingdom.csv,Unemployed,,,,,,,,Female,2,2,4,4,3,3,3,3
32,united-kingdom.csv,Unemployed,,,,,,,,Male,0,2,3,3,3,3,3,3
33,australia.csv,Full time employment,,,,,,,,Female,0,1,3,1 - Strongly agree,3,2,2,3
33,australia.csv,Full time employment,,,,,,,,Female,0,1,3,1 - Strongly agree,5 – Strongly disagree,2,2,3
33,australia.csv,Full time employment,,,,,,,,Female,0,1,3,3,5 – Strongly disagree,3,3,5 – Strongly disagree
33,australia.csv,Full time employment,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,3,2,1 - Strongly agree,3
33,australia.csv,Full time employment,,,,,,,,Female,0,2,3,3,2,2,3,3
33,australia.csv,Full time employment,,,,,,,,Female,0,2,4,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,2
33,australia.csv,Full time employment,,,,,,,,Female,0,2,4,3,2,1 - Strongly agree,2,4
33,australia.csv,Full time employment,,,,,,,,Female,0,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree
33,australia.csv,Full time employment,,,,,,,,Female,0,4,2,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree,1 - Strongly agree
33,australia.csv,Full time employment,,,,,,,,Female,1,3,1 - Strongly agree,1 - Strongly agree,2,2,1 - Strongly agree,1 - Strongly agree
33,australia.csv,Full time employment,,,,,,,,Female,1,3,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree
33,australia.csv,Full time employment,,,,,,,,Female,2,3,5 – Strongly disagree,5 – Strongly disagree,3,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
33,australia.csv,Full time employment,,,,,,,,Female,2,4,4,1 - Strongly agree,1 - Strongly agree,2,2,2
33,australia.csv,Full time employment,,,,,,,,Female,2,4,4,1 - Strongly agree,3,1 - Strongly agree,3,2
33,australia.csv,Full time employment,,,,,,,,Male,0,1,4,2,2,3,2,5 – Strongly disagree
33,australia.csv,Full time employment,,,,,,,,Male,0,2,3,4,5 – Strongly disagree,2,3,2
33,australia.csv,Full time employment,,,,,,,,Male,1,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree,1 - Strongly agree
33,australia.csv,Full time employment,,,,,,,,Male,1,3,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree,2,2
33,australia.csv,Full time employment,,,,,,,,Male,1,3,2,2,3,2,2,3
33,australia.csv,Full time employment,,,,,,,,Male,1,3,2,4,3,2,2,3
33,australia.csv,Full time employment,,,,,,,,Male,1,3,2,4,4,3,3,4
33,australia.csv,Full time employment,,,,,,,,Male,1,3,3,4,4,4,4,3
33,australia.csv,Full time employment,,,,,,,,Male,1,4,4,4,4,3,4,3
33,australia.csv,Full time employment,,,,,,,,Male,2,4,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
33,australia.csv,Full time employment,,,,,,,,Male,2,4,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,1 - Strongly agree
33,australia.csv,Full time employment,,,,,,,,Male,2,4,1 - Strongly agree,2,3,5 – Strongly disagree,5 – Strongly disagree,4
33,australia.csv,Full time employment,,,,,,,,Male,2,5,2,2,1 - Strongly agree,1 - Strongly agree,2,2
33,australia.csv,Full time employment,,,,,,,,Male,2,5,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree
33,australia.csv,Full time employment,,,,,,,,Male,3,3,4,2,5 – Strongly disagree,2,3,3
33,australia.csv,Full time employment,,,,,,,,Male,3,5,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
33,australia.csv,Not working,,,,,,,,Female,0,5,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,3,5 – Strongly disagree
33,australia.csv,Not working,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,4,1 - Strongly agree
33,australia.csv,Part time employment,,,,,,,,Female,,7,4,4,4,1 - Strongly agree,4,4
33,australia.csv,Part time employment,,,,,,,,Female,1,3,1 - Strongly agree,1 - Strongly agree,3,3,4,2
33,australia.csv,Part time employment,,,,,,,,Female,1,3,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
33,australia.csv,Part time employment,,,,,,,,Female,2,8 or more,3,1 - Strongly agree,2,1 - Strongly agree,4,4
33,australia.csv,Part time employment,,,,,,,,Female,2,8 or more,4,1 - Strongly agree,2,2,3,2
33,australia.csv,Part time employment,,,,,,,,Male,0,1,1 - Strongly agree,1 - Strongly agree,2,3,1 - Strongly agree,1 - Strongly agree
33,australia.csv,Part time employment,,,,,,,,Male,0,1,4,3,4,1 - Strongly agree,4,3
33,australia.csv,Part time employment,,,,,,,,Male,0,Prefer not to say,4,3,3,1 - Strongly agree,4,4
33,australia.csv,Unemployed,,,,,,,,Female,1,4,5 – Strongly disagree,5 – Strongly disagree,2,2,3,4
33,australia.csv,Unemployed,,,,,,,,Female,7,Don't know,3,3,3,3,3,3
33,canada.csv,Full time employment,,,,,,,,Female,,5,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,4,2,5 – Strongly disagree
33,canada.csv,Full time employment,,,,,,,,Female,,Prefer not to say,5 – Strongly disagree,1 - Strongly agree,3,1 - Strongly agree,4,5 – Strongly disagree
33,canada.csv,Full time employment,,,,,,,,Female,0,4,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree
33,canada.csv,Full time employment,,,,,,,,Female,1,4,4,2,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree
33,canada.csv,Full time employment,,,,,,,,Female,1,4,4,3,3,1 - Strongly agree,3,4
33,canada.csv,Full time employment,,,,,,,,Female,1,5,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,4
33,canada.csv,Full time employment,,,,,,,,Female,2,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
33,canada.csv,Full time employment,,,,,,,,Female,2,2,3,3,3,1 - Strongly agree,3,3
33,canada.csv,Full time employment,,,,,,,,Female,2,4,5 – Strongly disagree,2,1 - Strongly agree,1 - Strongly agree,2,3
33,canada.csv,Full time employment,,,,,,,,Female,3,8 or more,3,4,4,1 - Strongly agree,3,5 – Strongly disagree
33,canada.csv,Full time employment,,,,,,,,Male,0,2,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree
33,canada.csv,Full time employment,,,,,,,,Male,1,3,1 - Strongly agree,1 - Strongly agree,2,3,1 - Strongly agree,1 - Strongly agree
33,canada.csv,Full time employment,,,,,,,,Male,1,3,1 - Strongly agree,1 - Strongly agree,4,4,1 - Strongly agree,1 - Strongly agree
33,canada.csv,Full time employment,,,,,,,,Male,2,4,3,4,3,4,3,3
33,canada.csv,Full time employment,,,,,,,,Male,2,4,4,4,4,4,3,3
33,canada.csv,Not working,,,,,,,,Female,1,1,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
33,canada.csv,Not working,,,,,,,,Female,1,2,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree,1 - Strongly agree
33,canada.csv,Not working,,,,,,,,Female,2,4,2,1 - Strongly agree,3,2,2,2
33,canada.csv,Not working,,,,,,,,Female,2,4,5 – Strongly disagree,3,3,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
33,canada.csv,Not working,,,,,,,,Female,2,4,5 – Strongly disagree,5 – Strongly disagree,3,3,3,5 – Strongly disagree
33,canada.csv,Not working,,,,,,,,Male,3,5,3,3,3,3,3,3
33,canada.csv,Other,,,,,,,,Female,,Prefer not to say,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
33,canada.csv,Other,,,,,,,,Male,3,7,4,2,3,3,2,4
33,canada.csv,Part time employment,,,,,,,,Female,1,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
33,canada.csv,Part time employment,,,,,,,,Female,1,4,3,1 - Strongly agree,3,1 - Strongly agree,2,3
33,canada.csv,Part time employment,,,,,,,,Female,2,4,5 – Strongly disagree,4,5 – Strongly disagree,1 - Strongly agree,4,5 – Strongly disagree
33,canada.csv,Part time employment,,,,,,,,Male,1,Don't know,4,5 – Strongly disagree,2,2,1 - Strongly agree,2
33,canada.csv,Unemployed,,,,,,,,Female,0,2,5 – Strongly disagree,2,3,1 - Strongly agree,4,3
33,canada.csv,Unemployed,,,,,,,,Female,0,3,3,3,1 - Strongly agree,2,3,4
33,canada.csv,Unemployed,,,,,,,,Female,1,2,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree,1 - Strongly agree
33,canada.csv,Unemployed,,,,,,,,Female,1,3,5 – Strongly disagree,5 – Strongly disagree,3,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree
33,canada.csv,Unemployed,,,,,,,,Female,2,6,3,3,4,3,3,4
33,canada.csv,Unemployed,,,,,,,,Male,0,1,3,3,3,1 - Strongly agree,2,4
33,canada.csv,Unemployed,,,,,,,,Male,1,3,5 – Strongly disagree,3,3,1 - Strongly agree,3,3
33,denmark.csv,,No,No,No,No,No,Yes,No,Female,1,2,3,3,2,1 - Strongly agree,3,3
33,denmark.csv,,No,No,No,No,No,Yes,No,Female,4,6,5 – Strongly disagree,5 – Strongly disagree,3,3,3,3
33,denmark.csv,,No,No,No,No,No,Yes,No,Male,2,3,4,2,2,2,3,4
33,denmark.csv,,No,No,No,No,Yes,No,No,Female,0,1,1 - Strongly agree,1 - Strongly agree,3,3,2,1 - Strongly agree
33,denmark.csv,,No,No,No,No,Yes,No,No,Female,0,1,1 - Strongly agree,1 - Strongly agree,3,4,2,1 - Strongly agree
33,denmark.csv,,No,No,No,No,Yes,No,No,Female,0,1,4,4,4,1 - Strongly agree,4,5 – Strongly disagree
33,denmark.csv,,No,No,No,No,Yes,No,No,Female,2,4,5 – Strongly disagree,3,3,1 - Strongly agree,3,3
33,denmark.csv,,No,No,No,No,Yes,No,No,Male,0,1,2,1 - Strongly agree,4,4,2,1 - Strongly agree
33,denmark.csv,,No,No,No,No,Yes,No,No,Male,0,1,3,2,4,4,3,2
33,denmark.csv,,No,No,No,No,Yes,No,No,Male,0,2,4,4,5 – Strongly disagree,4,2,3
33,denmark.csv,,No,No,No,Yes,No,No,No,Female,0,1,5 – Strongly disagree,4,1 - Strongly agree,1 - Strongly agree,2,4
33,denmark.csv,,No,No,Yes,No,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
33,denmark.csv,,No,Yes,No,No,No,No,No,Male,0,5,3,3,2,2,3,3
33,denmark.csv,,No,Yes,No,No,No,No,No,Male,0,5,3,3,2,3,2,3
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,0,1,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,4,1 - Strongly agree,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,0,1,1 - Strongly agree,1 - Strongly agree,2,3,1 - Strongly agree,2
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,0,1,1 - Strongly agree,1 - Strongly agree,2,3,2,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,0,1,3,2,4,5 – Strongly disagree,3,4
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,0,2,1 - Strongly agree,5 – Strongly disagree,1 - Strongly agree,4,2,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,0,2,5 – Strongly disagree,2,2,1 - Strongly agree,3,2
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,0,2,5 – Strongly disagree,5 – Strongly disagree,4,3,1 - Strongly agree,5 – Strongly disagree
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,1,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,1,2,4,4,4,4,3,4
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,1,3,3,3,3,3,3,3
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,1,4,1 - Strongly agree,1 - Strongly agree,3,3,1 - Strongly agree,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,2,4,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,2,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,2,4,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,2,4,3,3,3,3,3,3
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,2,4,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,3,5,3,3,3,3,3,3
33,denmark.csv,,Yes,No,No,No,No,No,No,Female,3,5,5 – Strongly disagree,5 – Strongly disagree,2,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,4,3,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,0,1,2,3,4,4,2,3
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,0,1,3,4,4,3,4,3
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,0,1,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,3,5 – Strongly disagree
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,0,2,5 – Strongly disagree,3,3,1 - Strongly agree,3,5 – Strongly disagree
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,0,2,5 – Strongly disagree,3,4,1 - Strongly agree,2,4
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,1,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,2
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,1,2,4,5 – Strongly disagree,2,3,5 – Strongly disagree,5 – Strongly disagree
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,1,3,1 - Strongly agree,1 - Strongly agree,2,4,1 - Strongly agree,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,1,3,1 - Strongly agree,1 - Strongly agree,3,2,2,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,1,3,1 - Strongly agree,1 - Strongly agree,4,2,1 - Strongly agree,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,1,3,1 - Strongly agree,1 - Strongly agree,4,4,1 - Strongly agree,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,1,3,3,2,3,2,3,3
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,1,3,4,4,4,4,4,4
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,2,2,2,2,3,3,3,3
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,2,2,3,3,2,1 - Strongly agree,2,3
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,2,2,4,3,2,1 - Strongly agree,3,3
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,2,3,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,4,4,4
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,2,3,2,3,4,3,2,4
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,2,3,3,4,4,1 - Strongly agree,4,2
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,2,3,5 – Strongly disagree,4,3,3,3,4
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,2,4,1 - Strongly agree,1 - Strongly agree,3,4,1 - Strongly agree,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,2,4,1 - Strongly agree,1 - Strongly agree,4,4,1 - Strongly agree,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,2,4,2,1 - Strongly agree,4,4,1 - Strongly agree,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,2,5,3,3,2,3,3,2
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,2,5,3,3,3,3,3,3
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,3,5,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,3,1 - Strongly agree,1 - Strongly agree
33,denmark.csv,,Yes,No,No,No,No,No,No,Male,3,5,4,5 – Strongly disagree,4,2,2,1 - Strongly agree
33,denmark.csv,,Yes,Yes,No,No,No,No,No,Female,2,4,3,3,3,3,3,3
33,finland.csv,,No,No,No,No,Yes,No,No,Female,1,3,5 – Strongly disagree,5 – Strongly disagree,2,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
33,finland.csv,,No,No,No,No,Yes,No,No,Male,0,1,2,1 - Strongly agree,2,3,1 - Strongly agree,2
33,finland.csv,,No,No,No,No,Yes,No,No,Male,0,1,3,1 - Strongly agree,2,2,2,1 - Strongly agree
33,finland.csv,,No,No,No,No,Yes,No,No,Male,0,1,3,3,2,4,3,2
33,finland.csv,,No,No,No,No,Yes,No,No,Male,0,1,3,4,3,3,2,4
33,finland.csv,,No,No,No,No,Yes,No,No,Male,0,1,3,5 – Strongly disagree,4,3,2,4
33,finland.csv,,No,No,No,No,Yes,No,No,Male,3,4,5 – Strongly disagree,3,5 – Strongly disagree,3,3,5 – Strongly disagree
33,finland.csv,,No,Yes,No,No,No,No,No,Male,0,1,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree,1 - Strongly agree,3,3
33,finland.csv,,No,Yes,No,No,No,No,No,Male,0,4,2,3,4,1 - Strongly agree,2,3
33,finland.csv,,No,Yes,No,No,No,No,No,Male,0,4,3,4,2,3,5 – Strongly disagree,3
33,finland.csv,,No,Yes,No,No,No,No,No,Male,0,7,4,5 – Strongly disagree,4,4,5 – Strongly disagree,3
33,finland.csv,,Yes,No,No,No,No,No,No,Female,0,1,1 - Strongly agree,1 - Strongly agree,3,4,4,1 - Strongly agree
33,finland.csv,,Yes,No,No,No,No,No,No,Female,0,1,1 - Strongly agree,1 - Strongly agree,4,3,2,1 - Strongly agree
33,finland.csv,,Yes,No,No,No,No,No,No,Female,0,1,3,3,4,4,4,3
33,finland.csv,,Yes,No,No,No,No,No,No,Female,1,3,1 - Strongly agree,1 - Strongly agree,3,3,4,2
33,finland.csv,,Yes,No,No,No,No,No,No,Female,1,3,4,4,3,1 - Strongly agree,5 – Strongly disagree,4
33,finland.csv,,Yes,No,No,No,No,No,No,Female,1,3,5 – Strongly disagree,5 – Strongly disagree,3,2,4,4
33,finland.csv,,Yes,No,No,No,No,No,No,Female,2,4,2,5 – Strongly disagree,1 - Strongly agree,2,5 – Strongly disagree,3
33,finland.csv,,Yes,No,No,No,No,No,No,Female,3,5,1 - Strongly agree,1 - Strongly agree,3,4,1 - Strongly agree,1 - Strongly agree
33,finland.csv,,Yes,No,No,No,No,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,3,4,1 - Strongly agree,1 - Strongly agree
33,finland.csv,,Yes,No,No,No,No,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,3,1 - Strongly agree,4
33,finland.csv,,Yes,No,No,No,No,No,No,Male,0,1,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
33,finland.csv,,Yes,No,No,No,No,No,No,Male,0,3,3,5 – Strongly disagree,3,4,3,3
33,finland.csv,,Yes,No,No,No,No,No,No,Male,0,3,4,4,4,2,2,4
33,finland.csv,,Yes,No,No,No,No,No,No,Male,1,3,3,1 - Strongly agree,4,5 – Strongly disagree,4,3
33,finland.csv,,Yes,No,No,No,No,No,No,Male,1,3,3,3,3,3,3,3
33,france.csv,Full time employment,,,,,,,,Female,0,2,3,3,4,4,3,3
33,france.csv,Full time employment,,,,,,,,Female,0,4,3,3,3,3,3,3
33,france.csv,Full time employment,,,,,,,,Female,1,2,5 – Strongly disagree,2,1 - Strongly agree,1 - Strongly agree,4,5 – Strongly disagree
33,france.csv,Full time employment,,,,,,,,Female,1,2,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,3,5 – Strongly disagree
33,france.csv,Full time employment,,,,,,,,Female,1,3,2,2,2,2,2,2
33,france.csv,Full time employment,,,,,,,,Female,1,3,2,2,2,2,3,2
33,france.csv,Full time employment,,,,,,,,Female,1,3,3,2,3,3,2,3
33,france.csv,Full time employment,,,,,,,,Female,2,4,1 - Strongly agree,1 - Strongly agree,2,4,1 - Strongly agree,1 - Strongly agree
33,france.csv,Full time employment,,,,,,,,Female,2,4,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
33,france.csv,Full time employment,,,,,,,,Female,2,6,5 – Strongly disagree,3,3,3,2,3
33,france.csv,Full time employment,,,,,,,,Female,4,4,1 - Strongly agree,1 - Strongly agree,2,2,1 - Strongly agree,1 - Strongly agree
33,france.csv,Full time employment,,,,,,,,Male,0,1,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,4,1 - Strongly agree,1 - Strongly agree
33,france.csv,Full time employment,,,,,,,,Male,0,1,2,2,4,4,2,2
33,france.csv,Full time employment,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
33,france.csv,Full time employment,,,,,,,,Male,0,2,2,3,4,2,3,3
33,france.csv,Full time employment,,,,,,,,Male,0,2,3,3,3,3,3,3
33,france.csv,Full time employment,,,,,,,,Male,1,1,3,2,2,2,3,2
33,france.csv,Full time employment,,,,,,,,Male,1,1,3,2,4,1 - Strongly agree,1 - Strongly agree,3
33,france.csv,Full time employment,,,,,,,,Male,1,1,4,4,2,5 – Strongly disagree,2,4
33,france.csv,Full time employment,,,,,,,,Male,1,2,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
33,france.csv,Full time employment,,,,,,,,Male,1,3,3,1 - Strongly agree,3,1 - Strongly agree,1 - Strongly agree,3
33,france.csv,Full time employment,,,,,,,,Male,1,3,4,2,3,1 - Strongly agree,4,3
33,france.csv,Full time employment,,,,,,,,Male,1,3,4,3,3,2,4,4
33,france.csv,Full time employment,,,,,,,,Male,1,3,4,3,4,1 - Strongly agree,4,4
33,france.csv,Full time employment,,,,,,,,Male,1,3,5 – Strongly disagree,4,3,2,4,3
33,france.csv,Full time employment,,,,,,,,Male,1,3,5 – Strongly disagree,5 – Strongly disagree,3,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
33,france.csv,Full time employment,,,,,,,,Male,1,3,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree
33,france.csv,Full time employment,,,,,,,,Male,2,2,3,5 – Strongly disagree,5 – Strongly disagree,4,2,3
33,france.csv,Full time employment,,,,,,,,Male,2,2,4,4,4,2,2,4
33,france.csv,Full time employment,,,,,,,,Male,2,2,5 – Strongly disagree,5 – Strongly disagree,3,3,3,1 - Strongly agree
33,france.csv,Full time employment,,,,,,,,Male,2,4,2,2,3,1 - Strongly agree,2,4
33,france.csv,Full time employment,,,,,,,,Male,2,4,4,4,4,1 - Strongly agree,2,3
33,france.csv,Full time employment,,,,,,,,Male,2,4,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree
33,france.csv,Not working,,,,,,,,Female,,5,5 – Strongly disagree,5 – Strongly disagree,4,1 - Strongly agree,3,5 – Strongly disagree
33,france.csv,Not working,,,,,,,,Female,0,1,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
33,france.csv,Not working,,,,,,,,Female,2,4,5 – Strongly disagree,5 – Strongly disagree,3,1 - Strongly agree,3,5 – Strongly disagree
33,france.csv,Not working,,,,,,,,Female,2,Don't know,3,3,4,4,4,4
33,france.csv,Other,,,,,,,,Female,2,4,5 – Strongly disagree,5 – Strongly disagree,2,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
